Seat,Candidate,Party,Amount_Raised,Percent_Raised,Amount_Spent,Percent_Spent,Percent_Votes,Votes,Winner,Incumbent
NJ01,Claire Gustafson ,gop,"$36,520",1.616995992,"$21,761",1.962173982,37.5,"144,463",N,N
NJ02,Jeff Van Drew ,gop,"$4,229,171",45.90165981,"$4,041,493",44.80389242,51.9,"195,526",Y,Y
NJ02,Amy Kennedy ,dem,"$4,984,376",54.09834019,"$4,978,913",55.19610758,46.2,"173,849",N,N
NJ03,Andy Kim ,dem,"$7,241,283",83.09033716,"$6,753,262",82.1174113,53.2,"229,840",Y,Y
NJ03,David Richter ,gop,"$1,473,669",16.90966284,"$1,470,648",17.8825887,45.5,"196,327",N,N
NJ05,Josh Gottheimer ,dem,"$7,694,027",79.59837824,"$3,487,964",64.15626922,53.2,"225,175",Y,Y
NJ05,Frank Pallotta ,gop,"$1,972,033",20.40162176,"$1,948,705",35.84373078,45.6,"193,333",N,N
NJ09,Bill Pascrell Jr. ,dem,"$1,560,550",97.24149577,"$1,795,410",98.08384117,65.8,"203,674",Y,Y
NJ09,Billy Prempeh ,gop,"$44,269",2.75850423,"$35,075",1.916158832,31.9,"98,629",N,N
NJ11,Mikie Sherrill ,dem,"$6,419,707",79.18487416,"$3,733,106",68.88485724,53.3,"235,163",Y,Y
NJ11,Rosemary Becchi ,gop,"$1,687,532",20.81512584,"$1,686,236",31.11514276,46.7,"206,013",N,N
NJ12,Bonnie Watson Coleman ,dem,"$798,439",99.61759392,"$840,651",99.86433719,65.6,"230,883",Y,Y
NJ12,Mark Razzoli ,gop,"$3,065",0.382406077,"$1,142",0.135662805,32.6,"114,591",N,N
NM01,Debra Haaland ,dem,"$2,246,734",89.72479541,"$1,875,766",88.42297097,58.2,"186,953",Y,Y
NM01,Michelle Garcia Holmes ,gop,"$257,294",10.27520459,"$245,590",11.57702903,41.8,"134,337",N,N
NM02,Yvette Herrell ,gop,"$2,805,711",25.06655024,"$2,921,785",25.49361522,53.7,"142,283",Y,N
NM02,Xochitl Torres Small ,dem,"$8,387,337",74.93344976,"$8,539,065",74.50638478,46.3,"122,546",N,Y
NM03,Teresa Leger Fernandez ,dem,"$2,296,594",93.97261832,"$2,132,010",93.53739482,58.7,"186,282",Y,N
NM03,Alexis Johnson ,gop,"$147,303",6.027381678,"$147,303",6.46260518,41.3,"131,166",N,N
NY01,Lee Zeldin ,gop,"$8,396,981",51.63172484,"$8,250,116",51.20767412,54.9,"205,715",Y,Y
NY01,Nancy Goroff ,dem,"$7,866,239",48.36827516,"$7,860,977",48.79232588,45.1,"169,294",N,N
NY02,Andrew Garbarino ,gop,"$1,743,986",28.60931841,"$1,612,132",27.11007403,52.9,"177,379",Y,N
NY02,Jackie Gordon ,dem,"$4,351,881",71.39068159,"$4,334,484",72.88992597,46,"154,246",N,N
NY03,Tom Suozzi ,dem,"$2,941,006",81.69713011,"$2,331,302",79.76969356,56,"208,555",Y,Y
NY03,George Devolder-Santos ,gop,"$658,883",18.30286989,"$591,239",20.23030644,43.5,"161,931",N,N
NY04,Kathleen Rice ,dem,"$1,106,258",89.12846088,"$1,210,410",90.23449294,56.1,"199,762",Y,Y
NY04,Douglas Tuman ,gop,"$134,937",10.87153912,"$130,995",9.765507062,43,"153,007",N,N
NY06,Grace Meng ,dem,"$1,292,084",90.64158424,"$1,872,311",93.44785782,68,"158,862",Y,Y
NY06,Thomas Zmich ,gop,"$133,403",9.358415755,"$131,278",6.552142181,32,"74,829",N,N
NY10,Jerrold Nadler ,dem,"$1,848,688",97.36788466,"$1,950,774",98.56585477,74.6,"206,310",Y,Y
NY10,Cathy Bernstein ,gop,"$49,975",2.632115336,"$28,384",1.434145227,24.2,"66,889",N,N
NY11,Nicole Malliotakis ,gop,"$3,469,995",27.20619637,"$3,447,052",26.62578186,53.1,"155,608",Y,N
NY11,Max Rose ,dem,"$9,284,434",72.79380363,"$9,499,242",73.37421814,46.9,"137,198",N,Y
NY13,Adriano Espaillat ,dem,"$1,087,237",96.50423701,"$1,252,740",96.95199532,90.9,"231,841",Y,Y
NY13,Lovelynn Gwinn ,gop,"$39,384",3.495762994,"$39,384",3.048004681,7.8,"19,829",N,N
NY14,Alexandria Ocasio-Cortez ,dem,"$20,664,795",64.97192078,"$16,735,422",60.45339444,71.6,"152,661",Y,Y
NY14,John C. Cummings ,gop,"$11,140,937",35.02807922,"$10,947,758",39.54660556,27.4,"58,440",N,N
NY17,Mondaire Jones ,dem,"$2,984,052",98.19888482,"$2,186,463",97.32549553,59.3,"197,353",Y,N
NY17,Maureen McArdle Schulman ,gop,"$54,732",1.801115183,"$60,084",2.674504473,35.3,"117,307",N,N
NY18,Sean Patrick Maloney ,dem,"$2,556,294",68.30435764,"$1,718,525",59.86538236,55.8,"187,169",Y,Y
NY18,Chele Farley ,gop,"$1,186,211",31.69564236,"$1,152,124",40.13461764,43.3,"145,098",N,N
NY19,Antonio Delgado ,dem,"$5,949,475",97.48010534,"$2,963,286",96.1050249,54.8,"192,100",Y,Y
NY19,Kyle Van De Water ,gop,"$153,796",2.51989466,"$120,097",3.894975097,43.2,"151,475",N,N
NY20,Paul Tonko ,dem,"$1,541,984",80.61245188,"$1,418,994",80.81572399,61.2,"219,705",Y,Y
NY20,Elizabeth Joy ,gop,"$370,852",19.38754812,"$336,845",19.18427601,38.8,"139,446",N,N
NY21,Elise Stefanik ,gop,"$13,287,248",70.39959275,"$11,655,936",67.5737695,58.8,"188,649",Y,Y
NY21,Tedra Cobb ,dem,"$5,586,793",29.60040725,"$5,593,266",32.4262305,41.2,"131,992",N,N
NY22,Claudia Tenney ,gop,"$3,051,777",33.63963956,"$2,725,893",32.07566152,49,"155,348",N,N
NY22,Anthony Brindisi ,dem,"$6,020,190",66.36036044,"$5,772,429",67.92433848,48.9,"154,997",N,Y
NY23,Tom Reed ,gop,"$3,275,177",69.30859577,"$3,145,027",68.20475564,57.7,"181,060",Y,Y
NY23,Tracy Mitrano ,dem,"$1,450,322",30.69140423,"$1,466,128",31.79524436,41.1,"129,014",N,N
NY24,John Katko ,gop,"$3,821,107",54.32666115,"$3,597,234",52.6832436,53.2,"182,668",Y,Y
NY24,Dana Balter ,dem,"$3,212,469",45.67333885,"$3,230,808",47.3167564,43,"147,721",N,N
NY25,Joseph D Morelle ,dem,"$1,375,366",82.02609585,"$1,274,426",82.03721597,59.3,"206,396",Y,Y
NY25,George Mitris ,gop,"$301,376",17.97390415,"$279,047",17.96278403,39.1,"136,198",N,N
NC01,G K Butterfield ,dem,"$1,032,869",41.4599694,"$880,420",37.97819452,54.2,"188,870",Y,Y
NC01,Sandy Smith ,gop,"$1,458,375",58.5400306,"$1,437,805",62.02180548,45.8,"159,748",N,N
NC02,Deborah Ross ,dem,"$2,268,381",94.98903915,"$1,816,923",93.83197735,63,"311,887",Y,N
NC02,Alan Swain ,gop,"$119,664",5.010960849,"$119,435",6.168022649,34.8,"172,544",N,N
NC05,Virginia Foxx ,gop,"$1,858,388",96.79184827,"$1,944,629",96.97461274,66.9,"257,843",Y,Y
NC05,David Wilson Brown ,dem,"$61,596",3.208151735,"$60,668",3.025387262,31.1,"119,846",N,N
NC06,Kathy Manning ,dem,"$2,002,284",96.44160716,"$1,695,596",96.67365665,62.3,"253,531",Y,N
NC06,Lee Haywood ,gop,"$73,878",3.558392842,"$58,342",3.326343349,37.7,"153,598",N,N
NC07,David Rouzer ,gop,"$1,628,458",99.01138067,"$1,038,883",99.60508225,60.3,"272,443",Y,Y
NC07,Christopher Ward ,dem,"$16,260",0.988619326,"$4,119",0.394917747,39.7,"179,045",N,N
NC08,Richard Hudson ,gop,"$4,135,872",51.75264324,"$4,359,009",53.08305478,53.3,"202,774",Y,Y
NC08,Patricia Timmons-Goodson ,dem,"$3,855,743",48.24735676,"$3,852,668",46.91694522,46.7,"177,781",N,N
NC09,Dan Bishop ,gop,"$4,090,260",83.44286638,"$4,029,864",83.53497103,55.6,"224,661",Y,Y
NC09,Cynthia Wallace ,dem,"$811,609",16.55713362,"$794,300",16.46502897,44.4,"179,463",N,N
NC10,Patrick McHenry ,gop,"$2,780,234",98.91293868,"$2,339,363",98.71071489,68.9,"284,095",Y,Y
NC10,David Parker ,dem,"$30,555",1.08706132,"$30,555",1.289285115,31.1,"128,189",N,N
NC11,Madison Cawthorn ,gop,"$4,478,970",66.54851589,"$4,366,783",67.02758782,54.5,"245,351",Y,N
NC11,Moe Davis ,dem,"$2,251,413",33.45148411,"$2,148,121",32.97241218,42.3,"190,609",N,N
NC13,Ted Budd ,gop,"$2,294,174",92.22780389,"$1,293,414",87.19364749,68.2,"267,181",Y,Y
NC13,Scott Huffman ,dem,"$193,334",7.77219611,"$189,967",12.80635251,31.8,"124,684",N,N
ND01,Kelly Armstrong ,gop,"$1,269,346",97.83820323,"$1,080,105",97.6468493,69,"245,229",Y,Y
ND01,Zach Raknerud ,dem,"$28,047",2.161796772,"$26,029",2.353150703,27.6,"97,970",N,N
OH01,Steve Chabot ,gop,"$3,177,647",44.02423126,"$2,861,464",41.46290925,51.8,"199,560",Y,Y
OH01,Kate Schroder ,dem,"$4,040,303",55.97576874,"$4,039,798",58.53709075,44.6,"172,022",N,N
OH02,Brad Wenstrup ,gop,"$1,794,354",86.32715772,"$1,757,078",86.6174788,61.1,"230,430",Y,Y
OH02,Jaime Castle ,dem,"$284,197",13.67284228,"$271,471",13.3825212,38.9,"146,781",N,N
OH05,Bob Latta ,gop,"$1,580,952",86.37802817,"$1,477,090",85.65258714,68,"257,019",Y,Y
OH05,Nick Rubando ,dem,"$249,319",13.62197183,"$247,423",14.34741286,32,"120,962",N,N
OH06,Bill Johnson ,gop,"$1,866,123",99.98596217,"$1,853,361",99.96903883,74.4,"249,130",Y,Y
OH06,Shawna Roberts ,dem,$262,0.014037832,$574,0.030961172,25.6,"85,661",N,N
OH07,Bob Gibbs ,gop,"$791,888",98.38780216,"$453,928",97.22084197,67.5,"236,607",Y,Y
OH07,Quentin Potter ,dem,"$12,976",1.612197837,"$12,976",2.779158028,29.2,"102,271",N,N
OH08,Warren Davidson ,gop,"$1,016,740",96.19019688,"$841,533",95.72893904,69,"246,277",Y,Y
OH08,Vanessa Enoch ,dem,"$40,270",3.809803124,"$37,546",4.271060963,31,"110,766",N,N
OH09,Marcy Kaptur ,dem,"$1,090,395",88.99055165,"$979,798",88.8254492,63.1,"190,328",Y,Y
OH09,Rob Weber ,gop,"$134,898",11.00944835,"$123,262",11.1745508,36.9,"111,385",N,N
OH10,Michael R Turner ,gop,"$1,752,255",46.19689086,"$1,736,283",46.17414122,58.4,"212,972",Y,Y
OH10,Desiree Tims ,dem,"$2,040,760",53.80310914,"$2,024,010",53.82585878,41.6,"151,976",N,N
OH11,Marcia Fudge ,dem,"$755,787",82.79593923,"$499,820",76.11700046,80.1,"242,098",Y,Y
OH11,Laverne Gore ,gop,"$157,044",17.20406077,"$156,827",23.88299954,19.9,"60,323",N,N
OH12,Troy Balderson ,gop,"$2,016,826",66.11380226,"$1,995,665",66.05810845,55.2,"241,790",Y,Y
OH12,Alaina Shearer ,dem,"$1,033,711",33.88619774,"$1,025,410",33.94189155,41.8,"182,847",N,N
OH13,Tim Ryan ,dem,"$1,972,446",69.59521468,"$2,071,454",71.62421675,52.5,"173,631",Y,Y
OH13,Christina Hagan ,gop,"$861,723",30.40478532,"$820,660",28.37578325,44.9,"148,648",N,N
OH14,David P Joyce ,gop,"$2,917,696",83.42058908,"$2,501,449",81.31897747,60.1,"238,864",Y,Y
OH14,Hillary O'Connor Mueri ,dem,"$579,877",16.57941092,"$574,646",18.68102253,39.9,"158,586",N,N
OH15,Steve Stivers ,gop,"$3,004,799",98.17692371,"$2,293,101",97.62454564,63.4,"243,103",Y,Y
OH15,Joel Newby ,dem,"$55,797",1.82307629,"$55,797",2.375454362,36.6,"140,183",N,N
OK01,Kevin Hern ,gop,"$1,094,104",87.42627605,"$830,366",82.68156536,63.7,"213,700",Y,Y
OK01,Kojo Asamoa-Caesar ,dem,"$157,355",12.57372395,"$173,928",17.31843464,32.7,"109,641",N,N
OK02,Markwayne Mullin ,gop,"$1,660,206",97.54808641,"$1,077,939",96.27369356,75,"216,511",Y,Y
OK02,Danyell Lanier ,dem,"$41,730",2.451913585,"$41,722",3.726306445,22,"63,472",N,N
OK04,Tom Cole ,gop,"$1,812,530",100.1151098,"$1,753,697",99.90890425,67.8,"213,096",Y,Y
OK04,Mary Brannon ,dem,"-$2,084",-0.115109757,"$1,599",0.091095747,28.8,"90,459",N,N
OK05,Stephanie Bice ,gop,"$3,720,520",38.47359756,"$3,508,929",37.11140118,52.1,"158,191",Y,N
OK05,Kendra Horn ,dem,"$5,949,800",61.52640244,"$5,946,195",62.88859882,47.9,"145,658",N,Y
OR01,Suzanne Bonamici ,dem,"$959,223",99.9849901,"$864,627",99.92233898,64.7,"297,071",Y,Y
OR01,Chris Christensen ,gop,$144,0.015009897,$672,0.077661017,35.3,"161,928",N,N
OR02,Cliff Bentz ,gop,"$1,450,780",98.59727338,"$1,361,727",99.62767483,59.9,"273,835",Y,N
OR02,Alex Spenser ,dem,"$20,640",1.402726618,"$5,089",0.37232517,37,"168,881",N,N
OR03,Earl Blumenauer ,dem,"$1,813,365",99.03437707,"$1,948,453",99.26121587,73.1,"343,574",Y,Y
OR03,Joanna Harbour ,gop,"$17,681",0.965622928,"$14,502",0.738784129,23.5,"110,570",N,N
OR04,Peter DeFazio ,dem,"$5,182,843",48.72254327,"$5,781,074",52.02392152,51.6,"240,950",Y,Y
OR04,Alek Skarlatos ,gop,"$5,454,621",51.27745673,"$5,331,264",47.97607848,46.3,"216,081",N,N
OR05,Kurt Schrader ,dem,"$2,018,692",89.70704559,"$1,922,073",89.68598964,52,"234,863",Y,Y
OR05,Amy Ryan Courser ,gop,"$231,624",10.29295441,"$221,041",10.31401036,45.2,"204,372",N,N
PA01,Brian Fitzpatrick ,gop,"$4,203,825",64.2723899,"$4,272,135",64.71085598,56.6,"249,804",Y,Y
PA01,Christina Finello ,dem,"$2,336,814",35.7276101,"$2,329,748",35.28914402,43.4,"191,875",N,N
PA04,Madeleine Dean ,dem,"$1,435,995",58.93960065,"$1,005,928",53.20771324,59.5,"264,637",Y,Y
PA04,Kathy Barnette ,gop,"$1,000,389",41.06039935,"$884,640",46.79228676,40.5,"179,926",N,N
PA05,Mary Gay Scanlon ,dem,"$1,455,042",93.26068397,"$1,350,276",94.24609116,64.7,"255,743",Y,Y
PA05,Dasha Pruett ,gop,"$105,146",6.739316031,"$82,437",5.753908843,35.3,"139,552",N,N
PA06,Chrissy Houlahan ,dem,"$3,484,484",85.12562959,"$1,327,283",68.81845704,56.1,"226,440",Y,Y
PA06,John Emmons ,gop,"$608,859",14.87437041,"$601,390",31.18154296,43.9,"177,526",N,N
PA08,Matt Cartwright ,dem,"$3,885,136",71.88488903,"$4,144,070",74.93648408,51.8,"178,004",Y,Y
PA08,Jim Bognet ,gop,"$1,519,527",28.11511097,"$1,386,040",25.06351592,48.2,"165,783",N,N
PA09,Dan Meuser ,gop,"$1,071,961",85.02579421,"$944,010",83.44043176,66.3,"232,988",Y,Y
PA09,Gary Wegman ,dem,"$188,787",14.97420579,"$187,348",16.55956824,33.7,"118,266",N,N
PA10,Scott Perry ,gop,"$3,956,481",46.59583767,"$3,839,197",45.89112611,55.6,"229,028",N,Y
PA10,Eugene DePasquale ,dem,"$4,534,580",53.40416233,"$4,526,684",54.10887389,44.4,"182,938",N,N
PA11,Lloyd Smucker ,gop,"$1,349,318",97.9149538,"$662,704",96.58127381,63.1,"241,915",Y,Y
PA11,Sarah Hammond ,dem,"$28,733",2.085046199,"$23,458",3.41872619,36.9,"141,325",N,N
PA12,Fred Keller ,gop,"$1,541,938",97.1123349,"$1,066,158",95.98723001,70.8,"241,035",Y,Y
PA12,Lee Griffin ,dem,"$45,850",2.887665104,"$44,571",4.012769992,29.2,"99,199",N,N
PA13,John Joyce ,gop,"$1,119,769",94.88626975,"$461,229",87.22908109,73.5,"267,789",Y,Y
PA13,Todd Rowley ,dem,"$60,348",5.113730249,"$67,527",12.77091891,26.5,"96,612",N,N
PA14,Guy Reschenthaler ,gop,"$2,250,282",97.38592668,"$1,580,488",97.17427005,64.7,"241,688",Y,Y
PA14,Bill Marx ,dem,"$60,403",2.614073316,"$45,959",2.82572995,35.3,"131,895",N,N
PA16,Mike Kelly ,gop,"$2,239,488",79.31060494,"$1,319,340",69.48308741,59.3,"210,088",Y,Y
PA16,Kristy Gnibus ,dem,"$584,205",20.68939506,"$579,453",30.51691259,40.7,"143,962",N,N
PA17,Conor Lamb ,dem,"$4,063,114",50.79598564,"$3,448,850",48.02576822,51.1,"222,253",Y,Y
PA17,Sean Parnell ,gop,"$3,935,774",49.20401436,"$3,732,399",51.97423178,48.9,"212,284",N,N
RI02,Jim Langevin ,dem,"$1,102,312",95.20244658,"$1,422,339",96.74353972,58.4,"154,086",Y,Y
RI02,Bob Lancia ,gop,"$55,549",4.79755342,"$47,877",3.256460275,41.6,"109,894",N,N
SC01,Nancy Mace ,gop,"$5,766,726",45.37702094,"$5,707,239",44.93464043,50.6,"216,042",Y,N
SC01,Joe Cunningham ,dem,"$6,941,746",54.62297906,"$6,993,962",55.06535957,49.4,"210,627",N,Y
SC02,Joe Wilson ,gop,"$1,648,065",39.63037,"$1,723,956",40.73985849,55.7,"202,715",Y,Y
SC02,Adair Boroughs ,dem,"$2,510,526",60.36963,"$2,507,664",59.26014151,42.6,"155,118",N,N
SC03,Jeff Duncan ,gop,"$1,509,647",97.21713663,"$1,271,872",96.57496437,71.3,"237,544",Y,Y
SC03,Hosea Cleveland ,dem,"$43,214",2.782863373,"$45,107",3.425035631,28.7,"95,712",N,N
SC04,William Timmons ,gop,"$977,784",85.35058646,"$982,233",85.43080572,61.7,"222,126",Y,Y
SC04,Kim Nelson ,dem,"$167,825",14.64941354,"$167,508",14.56919428,36.9,"133,023",N,N
SC05,Ralph Norman ,gop,"$991,246",67.34493109,"$859,747",64.30216852,60.1,"220,006",Y,Y
SC05,Moe Brown ,dem,"$480,648",32.65506891,"$477,295",35.69783148,39.9,"145,979",N,N
SC07,Tom Rice ,gop,"$1,405,738",90.49654266,"$1,242,208",89.37834888,61.8,"224,993",Y,Y
SC07,Melissa Watson ,dem,"$147,623",9.503457342,"$147,623",10.62165112,38.2,"138,863",N,N
TN01,Diana Harshbarger ,gop,"$2,126,946",93.81564119,"$1,869,100",93.26404187,74.7,"228,181",Y,N
TN01,Blair Nicole Walsingham ,dem,"$140,209",6.184358811,"$134,995",6.735958126,22.5,"68,617",N,N
TN02,Tim Burchett ,gop,"$1,336,276",62.17955757,"$878,488",51.81960985,67.6,"238,907",Y,Y
TN02,Renee Hoyos ,dem,"$812,784",37.82044243,"$816,793",48.18039015,31.1,"109,684",N,N
TN03,Chuck Fleischmann ,gop,"$1,051,653",92.4533361,"$381,411",83.0651326,67.3,"215,571",Y,Y
TN03,Meg Gorman ,dem,"$85,843",7.5466639,"$77,760",16.9348674,30.5,"97,687",N,N
TN07,Mark Green ,gop,"$1,194,960",85.256606,"$935,487",81.8679453,69.9,"245,188",Y,Y
TN07,Kiran Sreepada ,dem,"$206,644",14.743394,"$207,191",18.1320547,27.3,"95,839",N,N
TN08,David Kustoff ,gop,"$1,641,217",98.8514034,"$999,285",98.43543138,68.5,"227,216",Y,Y
TN08,Erika Stotts Pearson ,dem,"$19,070",1.148596598,"$15,883",1.564568623,29.5,"97,890",N,N
TN09,Steve Cohen ,dem,"$607,570",85.9707634,"$457,311",81.97844196,77.4,"187,905",Y,Y
TN09,Charlotte Bergmann ,gop,"$99,147",14.0292366,"$100,532",18.02155804,20.1,"48,818",N,N
TX01,Louie Gohmert ,gop,"$552,915",36.35039808,"$580,441",44.14496841,72.6,"219,726",Y,Y
TX01,Hank Gilbert ,dem,"$968,155",63.64960192,"$734,411",55.85503159,27.4,"83,016",N,N
TX02,Dan Crenshaw ,gop,"$19,427,865",83.52276699,"$17,596,329",82.14286448,55.6,"192,828",Y,Y
TX02,Sima Ladjevardian ,dem,"$3,832,697",16.47723301,"$3,825,287",17.85713552,42.8,"148,374",N,N
TX03,Van Taylor ,gop,"$2,655,327",61.88834806,"$2,825,378",63.34614361,55.1,"230,512",Y,Y
TX03,Helane Seikaly ,dem,"$1,635,185",38.11165194,"$1,634,843",36.65385639,42.9,"179,458",N,N
TX05,Lance Gooden ,gop,"$1,610,327",83.51560413,"$1,311,983",81.94285786,62,"173,836",Y,Y
TX05,Carolyn Salter ,dem,"$317,848",16.48439587,"$289,112",18.05714214,35.9,"100,743",N,N
TX06,Ron Wright ,gop,"$912,134",57.27556551,"$907,693",57.25826851,52.8,"179,507",Y,Y
TX06,Stephen Daniel ,dem,"$680,402",42.72443449,"$677,568",42.74173149,44,"149,530",N,N
TX07,Lizzie Fletcher ,dem,"$6,265,165",45.43520889,"$6,246,136",46.10967841,50.8,"159,529",Y,Y
TX07,Wesley Hunt ,gop,"$7,524,064",54.56479111,"$7,300,122",53.89032159,47.5,"149,054",N,N
TX08,Kevin Brady ,gop,"$3,570,477",99.51983218,"$3,190,447",99.53263652,72.5,"277,327",Y,Y
TX08,Elizabeth Hernandez ,dem,"$17,227",0.480167818,"$14,981",0.467363485,25.5,"97,409",N,N
TX09,Al Green ,dem,"$460,332",83.65155543,"$486,155",84.61918711,75.5,"172,938",Y,Y
TX09,Johnny Teague ,gop,"$89,965",16.34844457,"$88,366",15.38081289,21.6,"49,575",N,N
TX10,Michael McCaul ,gop,"$3,856,477",57.29934745,"$3,910,930",58.01968491,52.5,"217,216",Y,Y
TX10,Mike Siegel ,dem,"$2,873,926",42.70065255,"$2,829,765",41.98031509,45.3,"187,686",N,N
TX11,August Pfluger ,gop,"$2,578,540",94.92944369,"$1,984,134",93.6232438,79.7,"232,568",Y,N
TX11,Jon Mark Hogg ,dem,"$137,730",5.070556314,"$135,141",6.376756202,18.3,"53,394",N,N
TX12,Kay Granger ,gop,"$3,161,288",96.97937236,"$3,271,815",97.07814461,63.7,"233,853",Y,Y
TX12,Lisa Welch ,dem,"$98,465",3.020627637,"$98,475",2.921855389,33,"121,250",N,N
TX13,Ronny Jackson ,gop,"$2,128,271",98.93886701,"$1,741,132",98.93065265,79.4,"217,124",Y,N
TX13,Gus Trujillo ,dem,"$22,826",1.061132994,"$18,820",1.069347346,18.5,"50,477",N,N
TX14,Randy Weber ,gop,"$936,202",79.27492642,"$924,659",79.32949151,61.6,"190,541",Y,Y
TX14,Adrienne Bell ,dem,"$244,754",20.72507358,"$240,934",20.67050849,38.4,"118,574",N,N
TX16,Veronica Escobar ,dem,"$1,135,549",87.04553155,"$1,087,693",87.62079455,64.7,"154,108",Y,Y
TX16,Irene Armendariz-Jackson ,gop,"$168,997",12.95446845,"$153,671",12.37920545,35.3,"84,006",N,N
TX17,Pete Sessions ,gop,"$1,447,958",87.82816721,"$1,658,637",89.13890386,55.9,"171,390",Y,N
TX17,Rick Kennedy ,dem,"$200,668",12.17183279,"$202,096",10.86109614,40.9,"125,565",N,N
TX18,Sheila Jackson Lee ,dem,"$924,480",75.15333808,"$838,414",75.55375726,73.3,"180,952",Y,Y
TX18,Wendell Champion ,gop,"$305,645",24.84666192,"$271,278",24.44624274,23.5,"58,033",N,N
TX19,Jodey Arrington ,gop,"$2,497,184",98.05995392,"$1,932,700",96.94979599,74.8,"198,198",Y,Y
TX19,Tom Watson ,dem,"$49,405",1.940046077,"$60,806",3.050204012,22.9,"60,583",N,N
TX20,Joaquin Castro ,dem,"$674,061",71.91103895,"$686,934",74.03391014,64.7,"175,078",Y,Y
TX20,Mauro Garza ,gop,"$263,293",28.08896105,"$240,930",25.96608986,33.1,"89,628",N,N
TX21,Chip Roy ,gop,"$5,005,639",32.7827495,"$4,679,362",31.44471333,52,"235,740",Y,Y
TX21,Wendy Davis ,dem,"$10,263,486",67.2172505,"$10,201,874",68.55528667,45.4,"205,780",N,N
TX22,Troy Nehls ,gop,"$1,806,655",24.2643555,"$1,787,448",24.09756542,51.5,"210,259",Y,N
TX22,Sri Kulkarni ,dem,"$5,639,061",75.7356445,"$5,630,098",75.90243458,44.6,"181,998",N,N
TX23,Tony Gonzales ,gop,"$2,797,133",29.2821299,"$2,764,108",28.77316597,50.6,"149,395",Y,N
TX23,Gina Ortiz Jones ,dem,"$6,755,222",70.7178701,"$6,842,440",71.22683403,46.6,"137,693",N,N
TX24,Beth Van Duyne ,gop,"$3,410,852",41.1052452,"$3,342,442",40.67481572,48.8,"167,910",Y,N
TX24,Candace Valenzuela ,dem,"$4,886,999",58.8947548,"$4,875,031",59.32518428,47.5,"163,326",N,N
TX25,Roger Williams ,gop,"$2,435,121",52.64593767,"$3,347,267",60.59952719,55.9,"220,088",Y,Y
TX25,Julie Oliver ,dem,"$2,190,347",47.35406233,"$2,176,319",39.40047281,42.1,"165,697",N,N
TX26,Michael Burgess ,gop,"$1,806,588",94.95738558,"$2,081,391",95.59381958,60.6,"261,963",Y,Y
TX26,Carol Iannuzzi ,dem,"$95,937",5.04261442,"$95,937",4.406180419,37.3,"161,009",N,N
TX27,Michael Cloud ,gop,"$1,014,427",76.47262807,"$829,748",72.66736962,63.1,"172,305",Y,Y
TX27,Ricardo De La Fuente ,dem,"$312,096",23.52737193,"$312,096",27.33263038,34.9,"95,466",N,N
TX28,Henry Cuellar ,dem,"$2,655,317",99.07614595,"$3,650,848",99.25632143,58.3,"137,494",Y,Y
TX28,Sandra Whitten ,gop,"$24,760",0.923854053,"$27,354",0.743678569,39,"91,925",N,N
TX29,Sylvia Garcia ,dem,"$818,984",99.46827762,"$758,382",100,71.1,"111,305",Y,Y
TX29,Jaimy Blanco ,gop,"$4,378",0.531722377,$0,0,27.4,"42,840",N,N
TX31,John Carter ,gop,"$2,160,187",67.60283269,"$2,214,487",68.14311461,53.5,"212,695",Y,Y
TX31,Donna Imam ,dem,"$1,035,222",32.39716731,"$1,035,272",31.85688539,44.3,"176,293",N,N
TX32,Colin Allred ,dem,"$5,667,725",48.89845452,"$5,611,747",48.68348694,51.9,"178,542",Y,Y
TX32,Genevieve Collins ,gop,"$5,923,081",51.10154548,"$5,915,256",51.31651306,45.9,"157,867",N,N
TX33,Marc Veasey ,dem,"$1,621,929",97.78780083,"$1,613,446",98.43901671,66.8,"105,317",Y,Y
TX33,Fabian Cordova Vasquez ,gop,"$36,692",2.21219917,"$25,585",1.560983288,25.2,"39,638",N,N
TX34,Filemon Vela ,dem,"$983,026",96.36149406,"$1,024,180",96.47276913,55.4,"111,439",Y,Y
TX34,Rey Gonzalez ,gop,"$37,118",3.638505936,"$37,446",3.52723087,41.8,"84,119",N,N
TX35,Lloyd Doggett ,dem,"$1,336,576",98.59758171,"$424,804",96.712093,65.4,"176,373",Y,Y
TX35,Jennifer Sharon ,gop,"$19,011",1.402418288,"$14,442",3.287907004,29.9,"80,795",N,N
TX36,Brian Babin ,gop,"$1,345,351",98.41163368,"$1,297,185",99.06236373,73.6,"222,712",Y,Y
TX36,Brandon Rashad Lewis ,dem,"$21,714",1.588366318,"$12,278",0.937636268,24.3,"73,418",N,N
UT01,Blake Moore ,gop,"$844,377",95.34572801,"$816,015",95.22662002,69.6,"237,988",Y,N
UT01,Darren Parry ,dem,"$41,218",4.654271987,"$40,904",4.773379981,30.4,"104,194",N,N
UT02,Chris Stewart ,gop,"$835,139",70.77971003,"$812,462",72.5844118,59,"208,997",Y,Y
UT02,John Kael Weston ,dem,"$344,774",29.22028997,"$306,872",27.4155882,36.6,"129,762",N,N
UT03,John Curtis ,gop,"$874,311",82.03923534,"$687,265",78.32392175,68.8,"246,674",Y,Y
UT03,Devin Thorpe ,dem,"$191,412",17.96076466,"$190,200",21.67607825,26.8,"96,067",N,N
