,Seat,Candidate,Party,Raised,Spent,Winner,Incumbent
0,TX14,Adrienne Bell ,dem,"$244,754","$240,934",N,N
0,TX14,Cyrus Sajna ,dem,"$35,096","$34,942",N,N
0,TX14,Michael David Sanchez ,dem,$100,$12,N,N
0,TX15,Vicente Gonzalez ,dem,"$1,008,381","$657,500",Y,Y
0,TX15,Monica De La Cruz ,gop,"$344,893","$338,832",N,N
0,TX16,Veronica Escobar ,dem,"$1,135,549","$1,087,693",Y,Y
0,TX16,Irene Armendariz-Jackson ,gop,"$168,997","$153,671",N,N
0,TX17,Pete Sessions ,gop,"$1,447,958","$1,658,637",Y,N
0,TX17,Rick Kennedy ,dem,"$200,668","$202,096",N,N
0,TX17,Ted Brown ,dem,"$3,041","$3,041",N,N
0,TX18,Sheila Jackson Lee ,dem,"$924,480","$838,414",Y,Y
0,TX18,Wendell Champion ,gop,"$305,645","$271,278",N,N
0,TX19,Jodey Arrington ,gop,"$2,497,184","$1,932,700",Y,Y
0,TX19,Tom Watson ,dem,"$49,405","$60,806",N,N
0,TX20,Joaquin Castro ,dem,"$674,061","$686,934",Y,Y
0,TX20,Mauro Garza ,gop,"$263,293","$240,930",N,N
0,TX21,Chip Roy ,gop,"$5,005,639","$4,679,362",Y,Y
0,TX21,Wendy Davis ,dem,"$10,263,486","$10,201,874",N,N
0,TX21,Michael Felts ,dem,"$3,570","$1,851",N,N
0,TX22,Sri Kulkarni ,dem,"$5,639,061","$5,630,098",N,N
0,TX22,Troy Nehls ,gop,"$1,806,655","$1,787,448",Y,N
0,TX23,Gina Ortiz Jones ,dem,"$6,755,222","$6,842,440",N,N
0,TX23,Tony Gonzales ,gop,"$2,797,133","$2,764,108",Y,N
0,TX24,Candace Valenzuela ,dem,"$4,886,999","$4,875,031",N,N
0,TX24,Beth Van Duyne ,gop,"$3,410,852","$3,342,442",Y,N
0,TX24,Stephen Kuzmich ,gop,"$175,504","$201,332",N,N
0,TX24,Mark Bauer ,gop,"$26,342","$26,542",N,N
0,TX24,Darren Hamilton ,gop,$570,$212,N,N
0,TX25,Roger Williams ,gop,"$2,435,121","$3,347,267",Y,Y
0,TX25,Julie Oliver ,dem,"$2,190,347","$2,176,319",N,N
0,TX26,Michael Burgess ,gop,"$1,806,588","$2,081,391",Y,Y
0,TX26,Carol Iannuzzi ,dem,"$95,937","$95,937",N,N
0,TX27,Michael Cloud ,gop,"$1,014,427","$829,748",Y,Y
0,TX27,Ricardo De La Fuente ,dem,"$312,096","$312,096",N,N
0,TX28,Henry Cuellar ,dem,"$2,655,317","$3,650,848",Y,Y
0,TX28,Sandra Whitten ,gop,"$24,760","$27,354",N,N
0,TX29,Sylvia Garcia ,dem,"$818,984","$758,382",Y,Y
0,TX29,Jaimy Blanco ,gop,"$4,378",$0,N,N
0,TX30,Eddie Bernice Johnson ,dem,"$589,096","$494,547",Y,Y
0,TX30,Demetrick Pennie ,gop,"$311,109","$305,446",N,N
0,TX31,John Carter ,gop,"$2,160,187","$2,214,487",Y,Y
0,TX31,Donna Imam ,dem,"$1,035,222","$1,035,272",N,N
0,TX32,Colin Allred ,dem,"$5,667,725","$5,611,747",Y,Y
0,TX32,Genevieve Collins ,gop,"$5,923,081","$5,915,256",N,N
0,TX32,Jason Sigmon ,gop,"$11,791","$11,651",N,N
0,TX33,Marc Veasey ,dem,"$1,621,929","$1,613,446",Y,Y
0,TX33,Fabian Cordova Vasquez ,gop,"$36,692","$25,585",N,N
0,TX34,Filemon Vela ,dem,"$983,026","$1,024,180",Y,Y
0,TX34,Rey Gonzalez ,gop,"$37,118","$37,446",N,N
0,TX35,Lloyd Doggett ,dem,"$1,336,576","$424,804",Y,Y
0,TX35,Jennifer Sharon ,gop,"$19,011","$14,442",N,N
0,TX35,Jason Mata ,gop,"$2,632","$2,632",N,N
0,TX36,Brian Babin ,gop,"$1,345,351","$1,297,185",Y,Y
0,TX36,Brandon Rashad Lewis ,dem,"$21,714","$12,278",N,N
0,TX37,Lloyd Doggett ,dem,"$1,182,751","$1,258,190",Y,Y
0,TX37,Jennifer Sharon ,gop,"$8,824","$11,835",N,N
0,TX38,Wesley Hunt ,gop,"$5,491,452","$3,431,335",Y,N
0,TX38,Duncan Klussmann ,dem,"$267,130","$267,130",N,N
0,TX38,Joel Dejean ,dem,"$12,956","$12,589",N,N
0,UT01,Blake Moore ,gop,"$844,377","$816,015",Y,N
0,UT01,Darren Parry ,dem,"$41,218","$40,904",N,N
0,UT02,Chris Stewart ,gop,"$835,139","$812,462",Y,Y
0,UT02,John Kael Weston ,dem,"$344,774","$306,872",N,N
0,UT02,Joe Jarvis ,dem,"$22,989","$22,989",N,N
0,UT03,John Curtis ,gop,"$874,311","$687,265",Y,Y
0,UT03,Devin Thorpe ,dem,"$191,412","$190,200",N,N
0,UT03,Thomas G. McNeill ,dem,"$5,516","$5,516",N,N
0,UT03,Russel Fugal ,dem,$393,$346,N,N
0,UT04,Ben McAdams ,dem,"$5,613,542","$5,555,591",N,Y
0,UT04,Burgess Owens ,gop,"$5,129,475","$5,049,146",Y,N
0,UT04,Jonia Broderick ,gop,"$21,394","$21,265",N,N
0,VT01,Peter Welch ,dem,"$847,320","$865,252",Y,Y
0,VA01,Rob Wittman ,gop,"$1,969,785","$2,140,375",Y,Y
0,VA01,Qasim Rashid ,dem,"$1,559,108","$1,559,108",N,N
0,VA02,Elaine Luria ,dem,"$6,522,276","$6,387,474",Y,Y
0,VA02,Scott Taylor ,gop,"$2,452,292","$2,446,410",N,N
0,VA03,Bobby Scott ,dem,"$873,126","$832,419",Y,Y
0,VA03,John Collick ,gop,"$167,146","$165,080",N,N
0,VA04,Donald McEachin ,dem,"$961,412","$963,788",Y,Y
0,VA04,Leon Benjamin ,gop,"$545,354","$523,429",N,N
0,VA05,Cameron Webb ,dem,"$5,755,917","$5,750,924",N,N
0,VA05,Bob Good ,gop,"$1,373,867","$1,323,530",Y,N
0,VA06,Ben Cline ,gop,"$892,955","$672,928",Y,Y
0,VA06,Nicholas Betts ,dem,"$56,190","$54,205",N,N
0,VA07,Abigail Spanberger ,dem,"$8,387,680","$7,852,213",Y,Y
0,VA07,Nick Freitas ,gop,"$3,629,431","$3,600,108",N,N
0,VA08,Don Beyer ,dem,"$1,729,482","$2,071,906",Y,Y
0,VA08,Jeff Jordan ,gop,"$96,035","$96,035",N,N
0,VA08,Heerak Christian Kim ,gop,"$2,036","$1,921",N,N
0,VA09,Morgan Griffith ,gop,"$873,612","$463,916",Y,Y
0,VA10,Jennifer Wexton ,dem,"$3,855,331","$1,772,250",Y,Y
0,VA10,Aliscia Andrews ,gop,"$1,567,598","$1,413,145",N,N
0,VA11,Gerry Connolly ,dem,"$1,998,592","$1,811,776",Y,Y
0,VA11,Manga Anantatmula ,gop,"$282,152","$268,326",N,N
0,VA11,Stevan Porter ,gop,$533,"$1,316",N,N
0,WA01,Suzan DelBene ,dem,"$2,182,985","$1,897,162",Y,Y
0,WA01,Jeffrey Beeler ,gop,"$61,970","$62,279",N,N
0,WA02,Rick Larsen ,dem,"$1,275,127","$1,219,489",Y,Y
0,WA02,Tim Hazelo ,gop,"$49,478","$49,322",N,N
0,WA03,Jaime Herrera Beutler ,gop,"$4,566,383","$4,540,148",Y,Y
0,WA03,Carolyn Long ,dem,"$4,130,540","$4,142,685",N,N
0,WA04,Dan Newhouse ,gop,"$1,173,464","$991,174",Y,Y
0,WA04,Doug McKinley ,dem,"$57,666","$54,227",N,N
0,WA05,Cathy McMorris Rodgers ,gop,"$4,349,448","$3,432,572",Y,Y
0,WA05,Dave Wilson ,dem,"$109,636","$109,636",N,N
0,WA06,Derek Kilmer ,dem,"$2,524,026","$2,531,111",Y,Y
0,WA06,Elizabeth Kreiselmaier ,gop,"$156,123","$145,108",N,N
0,WA07,Pramila Jayapal ,dem,"$2,630,000","$1,530,626",Y,Y
0,WA07,Craig Keller ,gop,"$2,904","$3,703",N,N
0,WA08,Kim Schrier ,dem,"$5,422,491","$3,774,398",Y,Y
0,WA08,Jesse Jensen ,gop,"$852,396","$842,269",N,N
0,WA09,Adam Smith ,dem,"$1,324,761","$930,710",Y,Y
0,WA09,Doug Basler ,gop,"$22,536","$18,328",N,N
0,WA10,Marilyn Strickland ,dem,"$1,812,659","$1,780,633",Y,N
0,WA10,Beth Doglio ,dem,"$1,477,678","$1,477,678",N,N
0,WV01,David McKinley ,gop,"$1,092,609","$1,085,864",Y,Y
0,WV01,Natalie Ms. Cline ,dem,"$81,032","$81,881",N,N
0,WV02,Alex Mooney ,gop,"$2,155,978","$864,001",Y,Y
0,WV02,Catherine Kunkel ,dem,"$641,567","$641,567",N,N
0,WI01,Bryan Steil ,gop,"$3,500,849","$3,151,701",Y,Y
0,WI01,Roger Polack ,dem,"$536,228","$526,431",N,N
0,WI02,Mark Pocan ,dem,"$1,290,582","$1,014,628",Y,Y
0,WI02,Peter Theron ,gop,"$35,753","$33,977",N,N
0,WI03,Ron Kind ,dem,"$2,989,262","$4,435,403",Y,Y
0,WI03,Derrick Van Orden ,gop,"$1,962,443","$1,948,639",N,N
0,WI04,Gwen Moore ,dem,"$1,183,995","$1,166,739",Y,Y
0,WI05,Scott Fitzgerald ,gop,"$1,155,721","$968,406",Y,N
0,WI05,Tom Palzewicz ,dem,"$370,392","$371,799",N,N
0,WI06,Glenn S Grothman ,gop,"$1,815,756","$1,736,659",Y,Y
0,WI06,Jessica King ,dem,"$287,753","$245,788",N,N
0,WI07,Tom Tiffany ,gop,"$2,637,459","$2,514,740",Y,Y
0,WI07,Tricia Zunker ,dem,"$1,261,957","$1,232,690",N,N
0,WI08,Mike Gallagher ,gop,"$3,202,905","$2,841,801",Y,Y
0,WI08,Amanda Stuck ,dem,"$416,978","$399,916",N,N
0,WY01,Liz Cheney ,gop,"$3,003,883","$3,060,167",Y,Y
0,WY01,Lynnette Grey Bull ,dem,"$134,597","$132,235",N,N
